,company_name,license,items,home,businessPerson,epsProductAddress,businessLicenseNumber,legalPerson,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName
804,上海艾弗娜化妆品有限公司,沪妆20160179,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,青浦区朱家角镇康泰路218号南侧2楼,无,青浦区朱家角镇康泰路218号南侧2楼,91310118563108242X,黄宗茂,上海市药品监督管理局,无,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2026-12-22,2021-10-20,赵燕君
805,上海亮靓生物科技有限公司,沪妆20160159,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇陶干路876号,无,上海市松江区佘山镇陶干路876号,91310117745606429U,张红凯,上海市药品监督管理局,无,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-15,2021-10-20,赵燕君
806,上海美臣化妆品有限公司,沪妆20160126,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；牙膏单元（牙膏类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区民益路735号,施健,上海市松江区民益路735号,91310117703202354X,施健,上海市药品监督管理局,许威,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-07,2021-10-20,赵燕君
807,上海蜂花日用品有限公司,沪妆20160066,"1.一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件；
2.一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件",上海市闵行区北松路1501号，紫东路518弄1-9号,顾锦文,地址1.上海市闵行区紫东路518弄1-9号；地址2.上海市闵行区北松路1501号,91310112133369338M,顾锦文,上海市药品监督管理局,陈琼,上海市闵行区市场监督管理局,朱璟刚、汤敏明,2026-11-10,2021-10-20,赵燕君
808,广州新硕记化妆品有限公司,粤妆20210315,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区七星岗路8号,梁乾芳,广州市白云区七星岗路8号,91440111082745945T,梁乾芳,广东省药品监督管理局,梁家硕,/,/,2026-10-18,2021-10-19,苏盛锋
809,广州雨之奋发化妆品厂,粤妆20170240,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区良田镇光明村良沙路大窿工业区,肖智斌,广州市白云区良田镇光明村良沙路大窿工业区,914401017256345106,肖昌大,广东省药品监督管理局,常华涛,白云区局钟落潭食品药品监督管理所,梁嘉伦、周永伟,2026-10-18,2021-10-19,苏盛锋
810,中山市澳臣精细化工实业有限公司,粤妆20161639,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）；气雾剂及有机溶剂单元（气雾剂类、有机溶剂类）,中山市东升镇沿展街一巷15号,张展适,中山市东升镇沿展街一巷15号,91442000789403789B,张建研,广东省药品监督管理局,张展适,/,/,2026-10-19,2021-10-20,苏盛锋
811,揭阳市圣源化妆品有限公司,粤妆20161613,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,林文杰,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,914452005847233165,林文杰,广东省药品监督管理局,林浩佳,揭阳市榕城区市场监督管理局,日常监督管理机构指定,2026-10-19,2021-10-20,苏盛锋
812,广州市暨生元生物科技有限公司,粤妆20161582,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二,陆荣,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二、厂房C 301 401,91440113054510647J,陆超雄,广东省药品监督管理局,何维,番禺区局化龙食品药品监管所,何国为、蒋文珍,2026-10-19,2021-10-20,苏盛锋
813,广州市胜梅化妆品有限公司,粤妆20160533,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市花都区狮岭镇芙蓉工业园胜梅大厦,徐洪伟,广州市花都区狮岭镇芙蓉工业园胜梅大厦A、B、F、G栋,91440114788909462A,孙长永,广东省药品监督管理局,徐洪伟,花都区局狮岭食品药品监管所,周新芳、李远纯、杨为凯、张科,2024-01-27,2021-10-20,苏盛锋
814,广州市白云区茜妃化妆品厂,粤妆20160199,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇永兴石坑东街5号,兰树科,广州市白云区太和镇永兴石坑东街5号,91440101669997762E,李三卯,广东省药品监督管理局,彭俊杰,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2026-03-25,2021-10-20,苏盛锋
815,扬州市蕾丝特日化有限公司,苏妆20170015,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,梁杰,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,91321016MA1N565N33,田盛宏,江苏省药品监督管理局,吴霞,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2022-06-27,2021-10-20,胡春风
816,江苏润海日用品有限公司,苏妆20160083,气雾剂及有机溶剂单元（气雾剂类）,江苏省高邮市三垛镇司徒工业集中区,王皓,江苏省高邮市三垛镇司徒工业集中区,91321084593970634Y,王仲达,江苏省药品监督管理局,黄浩,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-09-07,2021-10-20,胡春风
817,上海遇鑫生物科技有限公司,沪妆20190001,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村康青路88号,金荣富,上海市奉贤区青村康青路88号,91310120MA1HNMYL8Y,金荣富,上海市药品监督管理局,许安俊,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2024-02-01,2021-10-20,赵燕君
818,上海欣靖元生物科技有限公司,沪妆20160181,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区汇安路289号,傅晶,上海市奉贤区汇安路289号,913101207611856524,傅晶,上海市药品监督管理局,钟源,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-12-22,2021-10-20,赵燕君
819,上海艾弗娜化妆品有限公司,沪妆20160179,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,青浦区朱家角镇康泰路218号南侧2楼,无,青浦区朱家角镇康泰路218号南侧2楼,91310118563108242X,黄宗茂,上海市药品监督管理局,无,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2026-12-22,2021-10-20,赵燕君
820,上海亮靓生物科技有限公司,沪妆20160159,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇陶干路876号,无,上海市松江区佘山镇陶干路876号,91310117745606429U,张红凯,上海市药品监督管理局,无,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-15,2021-10-20,赵燕君
821,上海美臣化妆品有限公司,沪妆20160126,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；牙膏单元（牙膏类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区民益路735号,施健,上海市松江区民益路735号,91310117703202354X,施健,上海市药品监督管理局,许威,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-07,2021-10-20,赵燕君
822,上海蜂花日用品有限公司,沪妆20160066,"1.一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件；
2.一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件",上海市闵行区北松路1501号，紫东路518弄1-9号,顾锦文,地址1.上海市闵行区紫东路518弄1-9号；地址2.上海市闵行区北松路1501号,91310112133369338M,顾锦文,上海市药品监督管理局,陈琼,上海市闵行区市场监督管理局,朱璟刚、汤敏明,2026-11-10,2021-10-20,赵燕君
823,广州新硕记化妆品有限公司,粤妆20210315,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区七星岗路8号,梁乾芳,广州市白云区七星岗路8号,91440111082745945T,梁乾芳,广东省药品监督管理局,梁家硕,/,/,2026-10-18,2021-10-19,苏盛锋
824,广州雨之奋发化妆品厂,粤妆20170240,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区良田镇光明村良沙路大窿工业区,肖智斌,广州市白云区良田镇光明村良沙路大窿工业区,914401017256345106,肖昌大,广东省药品监督管理局,常华涛,白云区局钟落潭食品药品监督管理所,梁嘉伦、周永伟,2026-10-18,2021-10-19,苏盛锋
825,中山市澳臣精细化工实业有限公司,粤妆20161639,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）；气雾剂及有机溶剂单元（气雾剂类、有机溶剂类）,中山市东升镇沿展街一巷15号,张展适,中山市东升镇沿展街一巷15号,91442000789403789B,张建研,广东省药品监督管理局,张展适,/,/,2026-10-19,2021-10-20,苏盛锋
826,揭阳市圣源化妆品有限公司,粤妆20161613,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,林文杰,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,914452005847233165,林文杰,广东省药品监督管理局,林浩佳,揭阳市榕城区市场监督管理局,日常监督管理机构指定,2026-10-19,2021-10-20,苏盛锋
827,广州市暨生元生物科技有限公司,粤妆20161582,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二,陆荣,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二、厂房C 301 401,91440113054510647J,陆超雄,广东省药品监督管理局,何维,番禺区局化龙食品药品监管所,何国为、蒋文珍,2026-10-19,2021-10-20,苏盛锋
828,广州市胜梅化妆品有限公司,粤妆20160533,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市花都区狮岭镇芙蓉工业园胜梅大厦,徐洪伟,广州市花都区狮岭镇芙蓉工业园胜梅大厦A、B、F、G栋,91440114788909462A,孙长永,广东省药品监督管理局,徐洪伟,花都区局狮岭食品药品监管所,周新芳、李远纯、杨为凯、张科,2024-01-27,2021-10-20,苏盛锋
829,广州市白云区茜妃化妆品厂,粤妆20160199,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇永兴石坑东街5号,兰树科,广州市白云区太和镇永兴石坑东街5号,91440101669997762E,李三卯,广东省药品监督管理局,彭俊杰,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2026-03-25,2021-10-20,苏盛锋
830,扬州市蕾丝特日化有限公司,苏妆20170015,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,梁杰,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,91321016MA1N565N33,田盛宏,江苏省药品监督管理局,吴霞,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2022-06-27,2021-10-20,胡春风
831,江苏润海日用品有限公司,苏妆20160083,气雾剂及有机溶剂单元（气雾剂类）,江苏省高邮市三垛镇司徒工业集中区,王皓,江苏省高邮市三垛镇司徒工业集中区,91321084593970634Y,王仲达,江苏省药品监督管理局,黄浩,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-09-07,2021-10-20,胡春风
832,上海遇鑫生物科技有限公司,沪妆20190001,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村康青路88号,金荣富,上海市奉贤区青村康青路88号,91310120MA1HNMYL8Y,金荣富,上海市药品监督管理局,许安俊,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2024-02-01,2021-10-20,赵燕君
833,上海欣靖元生物科技有限公司,沪妆20160181,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区汇安路289号,傅晶,上海市奉贤区汇安路289号,913101207611856524,傅晶,上海市药品监督管理局,钟源,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-12-22,2021-10-20,赵燕君
834,上海艾弗娜化妆品有限公司,沪妆20160179,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,青浦区朱家角镇康泰路218号南侧2楼,无,青浦区朱家角镇康泰路218号南侧2楼,91310118563108242X,黄宗茂,上海市药品监督管理局,无,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2026-12-22,2021-10-20,赵燕君
835,上海亮靓生物科技有限公司,沪妆20160159,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇陶干路876号,无,上海市松江区佘山镇陶干路876号,91310117745606429U,张红凯,上海市药品监督管理局,无,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-15,2021-10-20,赵燕君
836,上海美臣化妆品有限公司,沪妆20160126,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；牙膏单元（牙膏类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区民益路735号,施健,上海市松江区民益路735号,91310117703202354X,施健,上海市药品监督管理局,许威,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-07,2021-10-20,赵燕君
837,上海蜂花日用品有限公司,沪妆20160066,"1.一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件；
2.一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件",上海市闵行区北松路1501号，紫东路518弄1-9号,顾锦文,地址1.上海市闵行区紫东路518弄1-9号；地址2.上海市闵行区北松路1501号,91310112133369338M,顾锦文,上海市药品监督管理局,陈琼,上海市闵行区市场监督管理局,朱璟刚、汤敏明,2026-11-10,2021-10-20,赵燕君
838,广州新硕记化妆品有限公司,粤妆20210315,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区七星岗路8号,梁乾芳,广州市白云区七星岗路8号,91440111082745945T,梁乾芳,广东省药品监督管理局,梁家硕,/,/,2026-10-18,2021-10-19,苏盛锋
839,广州雨之奋发化妆品厂,粤妆20170240,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区良田镇光明村良沙路大窿工业区,肖智斌,广州市白云区良田镇光明村良沙路大窿工业区,914401017256345106,肖昌大,广东省药品监督管理局,常华涛,白云区局钟落潭食品药品监督管理所,梁嘉伦、周永伟,2026-10-18,2021-10-19,苏盛锋
840,中山市澳臣精细化工实业有限公司,粤妆20161639,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）；气雾剂及有机溶剂单元（气雾剂类、有机溶剂类）,中山市东升镇沿展街一巷15号,张展适,中山市东升镇沿展街一巷15号,91442000789403789B,张建研,广东省药品监督管理局,张展适,/,/,2026-10-19,2021-10-20,苏盛锋
841,揭阳市圣源化妆品有限公司,粤妆20161613,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,林文杰,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,914452005847233165,林文杰,广东省药品监督管理局,林浩佳,揭阳市榕城区市场监督管理局,日常监督管理机构指定,2026-10-19,2021-10-20,苏盛锋
842,广州市暨生元生物科技有限公司,粤妆20161582,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二,陆荣,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二、厂房C 301 401,91440113054510647J,陆超雄,广东省药品监督管理局,何维,番禺区局化龙食品药品监管所,何国为、蒋文珍,2026-10-19,2021-10-20,苏盛锋
843,广州市胜梅化妆品有限公司,粤妆20160533,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市花都区狮岭镇芙蓉工业园胜梅大厦,徐洪伟,广州市花都区狮岭镇芙蓉工业园胜梅大厦A、B、F、G栋,91440114788909462A,孙长永,广东省药品监督管理局,徐洪伟,花都区局狮岭食品药品监管所,周新芳、李远纯、杨为凯、张科,2024-01-27,2021-10-20,苏盛锋
844,广州市白云区茜妃化妆品厂,粤妆20160199,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇永兴石坑东街5号,兰树科,广州市白云区太和镇永兴石坑东街5号,91440101669997762E,李三卯,广东省药品监督管理局,彭俊杰,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2026-03-25,2021-10-20,苏盛锋
845,扬州市蕾丝特日化有限公司,苏妆20170015,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,梁杰,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,91321016MA1N565N33,田盛宏,江苏省药品监督管理局,吴霞,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2022-06-27,2021-10-20,胡春风
846,江苏润海日用品有限公司,苏妆20160083,气雾剂及有机溶剂单元（气雾剂类）,江苏省高邮市三垛镇司徒工业集中区,王皓,江苏省高邮市三垛镇司徒工业集中区,91321084593970634Y,王仲达,江苏省药品监督管理局,黄浩,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-09-07,2021-10-20,胡春风
847,上海遇鑫生物科技有限公司,沪妆20190001,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村康青路88号,金荣富,上海市奉贤区青村康青路88号,91310120MA1HNMYL8Y,金荣富,上海市药品监督管理局,许安俊,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2024-02-01,2021-10-20,赵燕君
848,上海欣靖元生物科技有限公司,沪妆20160181,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区汇安路289号,傅晶,上海市奉贤区汇安路289号,913101207611856524,傅晶,上海市药品监督管理局,钟源,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-12-22,2021-10-20,赵燕君
849,上海艾弗娜化妆品有限公司,沪妆20160179,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,青浦区朱家角镇康泰路218号南侧2楼,无,青浦区朱家角镇康泰路218号南侧2楼,91310118563108242X,黄宗茂,上海市药品监督管理局,无,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2026-12-22,2021-10-20,赵燕君
850,上海亮靓生物科技有限公司,沪妆20160159,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇陶干路876号,无,上海市松江区佘山镇陶干路876号,91310117745606429U,张红凯,上海市药品监督管理局,无,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-15,2021-10-20,赵燕君
851,上海美臣化妆品有限公司,沪妆20160126,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；牙膏单元（牙膏类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区民益路735号,施健,上海市松江区民益路735号,91310117703202354X,施健,上海市药品监督管理局,许威,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-12-07,2021-10-20,赵燕君
852,上海蜂花日用品有限公司,沪妆20160066,"1.一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件；
2.一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件",上海市闵行区北松路1501号，紫东路518弄1-9号,顾锦文,地址1.上海市闵行区紫东路518弄1-9号；地址2.上海市闵行区北松路1501号,91310112133369338M,顾锦文,上海市药品监督管理局,陈琼,上海市闵行区市场监督管理局,朱璟刚、汤敏明,2026-11-10,2021-10-20,赵燕君
853,广州新硕记化妆品有限公司,粤妆20210315,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区七星岗路8号,梁乾芳,广州市白云区七星岗路8号,91440111082745945T,梁乾芳,广东省药品监督管理局,梁家硕,/,/,2026-10-18,2021-10-19,苏盛锋
854,广州雨之奋发化妆品厂,粤妆20170240,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区良田镇光明村良沙路大窿工业区,肖智斌,广州市白云区良田镇光明村良沙路大窿工业区,914401017256345106,肖昌大,广东省药品监督管理局,常华涛,白云区局钟落潭食品药品监督管理所,梁嘉伦、周永伟,2026-10-18,2021-10-19,苏盛锋
855,中山市澳臣精细化工实业有限公司,粤妆20161639,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）；气雾剂及有机溶剂单元（气雾剂类、有机溶剂类）,中山市东升镇沿展街一巷15号,张展适,中山市东升镇沿展街一巷15号,91442000789403789B,张建研,广东省药品监督管理局,张展适,/,/,2026-10-19,2021-10-20,苏盛锋
856,揭阳市圣源化妆品有限公司,粤妆20161613,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,林文杰,揭阳市榕城区梅云街道仙梅民营科技园紫云路北,914452005847233165,林文杰,广东省药品监督管理局,林浩佳,揭阳市榕城区市场监督管理局,日常监督管理机构指定,2026-10-19,2021-10-20,苏盛锋
857,广州市暨生元生物科技有限公司,粤妆20161582,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二,陆荣,广州市番禺区化龙镇潭山村金湖工业城金阳一路113号5号厂房A之二、厂房C 301 401,91440113054510647J,陆超雄,广东省药品监督管理局,何维,番禺区局化龙食品药品监管所,何国为、蒋文珍,2026-10-19,2021-10-20,苏盛锋
858,广州市胜梅化妆品有限公司,粤妆20160533,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市花都区狮岭镇芙蓉工业园胜梅大厦,徐洪伟,广州市花都区狮岭镇芙蓉工业园胜梅大厦A、B、F、G栋,91440114788909462A,孙长永,广东省药品监督管理局,徐洪伟,花都区局狮岭食品药品监管所,周新芳、李远纯、杨为凯、张科,2024-01-27,2021-10-20,苏盛锋
859,广州市白云区茜妃化妆品厂,粤妆20160199,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇永兴石坑东街5号,兰树科,广州市白云区太和镇永兴石坑东街5号,91440101669997762E,李三卯,广东省药品监督管理局,彭俊杰,白云区局太和食品药品监督管理所,任卫红、黄礼杰,2026-03-25,2021-10-20,苏盛锋
860,扬州市蕾丝特日化有限公司,苏妆20170015,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,梁杰,扬州市生态科技新城杭集镇翟庄路88号（卫生用品厂12号）,91321016MA1N565N33,田盛宏,江苏省药品监督管理局,吴霞,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2022-06-27,2021-10-20,胡春风
861,江苏润海日用品有限公司,苏妆20160083,气雾剂及有机溶剂单元（气雾剂类）,江苏省高邮市三垛镇司徒工业集中区,王皓,江苏省高邮市三垛镇司徒工业集中区,91321084593970634Y,王仲达,江苏省药品监督管理局,黄浩,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-09-07,2021-10-20,胡春风
862,上海遇鑫生物科技有限公司,沪妆20190001,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村康青路88号,金荣富,上海市奉贤区青村康青路88号,91310120MA1HNMYL8Y,金荣富,上海市药品监督管理局,许安俊,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2024-02-01,2021-10-20,赵燕君
